,Termination_Status,predicted,match,Termination_Status,employee_id,location_tier,location_cost,location_reporting,restated_LOB,tenure,age,qc_non_qc,is_people_manager,job_family_group,gender,management_level_category,management_chain_level_employee,Job_level,is_DQC,Stock_Eligible,remote_location,Plan_Category,compensation_usd,competitive_base_pay_market_position,competitive_total_target_cash_market_position,base_pay_compa_ratio,total_target_cash_compa_ratio,Time_in_Job_Profile,bonus_eligible,promotion_count_rolling_2_years,transfer_count_rolling_2_years,change_job_type_count_rolling_2_years,time_since_last_promotion_in_years,time_since_last_transfer_in_years,time_since_last_change_job_type_in_years,Change_in_Individual_management_level,Change_in_job_level,current_vs_average_compensation_job_level,current_vs_average_tenure_job_level,current_vs_average_tenure,%_Abover_or_Below_Average_Compensation_job_level,%_Abover_or_Below_Average_Tenure_job_level,%_Abover_or_Below_Average_Tenure_Company,termination_date
76,No,No,True,No,41536,All Others,High-Cost,Remote AMS,Engineering,0.33,59,NON QC,No,Engineering,Female,Individual Contributor/Support,6,IC4,Unknown,No,Yes,VCIP Plan,170500.0,1,1,0.745,0.714,0.380561,Yes,0,0,0,0.33,0.33,0.33,No,No,Higher than average,Lower than average,Lower than average,12.01,-93.25,-92.34,
77,No,Yes,False,No,6905,All Others,High-Cost,Remote AMS,Customer Experience,13.92,53,NON QC,Yes,Information Technology,Male,Director,6,M5,No,Yes,Yes,VCIP Plan,196062.38,3,3,0.924,0.907,1.957563,Yes,0,0,2,4.336986,13.92,0.82,No,No,Lower than average,Higher than average,Higher than average,-23.69,11.6,223.03,
78,No,No,True,No,21144,All Others,High-Cost,Remote AMS,Customer Experience,6.42,29,NON QC,No,Customer Success,Female,Individual Contributor/Support,5,IC4,No,Yes,Yes,Incentive Plan,126310.49,3,3,0.986,0.986,0.835044,Yes,1,0,0,0.835616,6.42,3.13,No,No,Lower than average,Higher than average,Higher than average,-11.14,16.67,48.98,
79,No,No,True,No,35994,Tier 1,High-Cost,Fort Lauderdale,Engineering,3.0,38,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,161272.04,3,3,1.008,1.013,0.835044,Yes,1,0,0,0.835616,3.0,2.76,No,No,Higher than average,Lower than average,Lower than average,25.86,-42.59,-30.38,
80,No,No,True,No,33595,Tier 1,High-Cost,Fort Lauderdale,Operations,4.42,50,NON QC,No,Information Technology,Male,Individual Contributor/Support,5,IC2,Unknown,Yes,No,VCIP Plan,129686.19,5,5,1.324,1.43,2.335386,Yes,0,0,1,4.42,4.42,0.73,No,No,Higher than average,Higher than average,Higher than average,58.29,55.61,2.57,
81,No,No,True,No,12176,All Others,High-Cost,Remote AMS,Sales & Services,9.92,47,QC,Yes,Sales,Male,Director,5,M5,No,Yes,Yes,Comission Plan,366695.67,4,4,1.168,1.109,0.334017,Yes,1,0,0,0.33,5.0,4.02,Yes,Yes,Higher than average,Higher than average,Higher than average,20.29,33.42,130.21,
82,No,Yes,False,No,8187,Tier 1,High-Cost,Fort Lauderdale,Finance,13.17,51,NON QC,Yes,Finance,Female,People Manager,5,M1,Unknown,Yes,No,No Bonus Plan,95316.5,5,4,1.227,1.19,0.832306,No,0,0,1,3.336986,13.17,0.83,Yes,Yes,Higher than average,Higher than average,Higher than average,23.61,17.72,205.63,
83,No,No,True,No,34703,Tier 2,High-Cost,Alpharetta,Customer Experience,3.92,41,NON QC,No,Services,Male,Individual Contributor/Support,3,IC5,No,Yes,No,VCIP Plan,127381.1,2,2,0.88,0.862,0.835044,Yes,1,0,0,0.835616,3.92,3.25,No,Yes,Higher than average,Lower than average,Lower than average,0.23,-52.9,-9.03,
84,No,Yes,False,No,5455,Tier 1,High-Cost,Fort Lauderdale,Finance,15.08,43,NON QC,No,Operations,Female,People Manager,6,M4,Unknown,Yes,No,VCIP Plan,181784.97,4,5,1.191,1.245,4.082135,Yes,0,0,1,2.336986,15.08,0.33,No,No,Higher than average,Higher than average,Higher than average,7.19,81.88,249.95,
85,Yes,Yes,True,Yes,34731,Tier 1,High-Cost,Raleigh,Customer Experience,3.83,29,NON QC,No,Services,Male,Individual Contributor/Support,3,IC1,No,Yes,No,No Bonus Plan,48595.34,4,3,1.121,1.063,1.492128,No,1,0,0,1.38,3.8,2.53,Yes,Yes,Higher than average,Higher than average,Lower than average,8.84,44.84,-11.12,2020-12-22
86,No,No,True,No,36199,Tier 2,High-Cost,Dublin,Finance,3.0,46,NON QC,No,Finance,Male,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,121379.06,3,3,0.966,0.966,2.335386,Yes,0,0,0,3.0,3.0,3.0,No,No,Lower than average,Higher than average,Lower than average,-14.78,60.0,-30.38,
87,No,No,True,No,36350,Tier 1,Low-Cost,Bangalore,Engineering,2.92,31,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,34193.02,2,2,0.851,0.851,1.837097,Yes,1,0,1,1.838356,2.92,0.29,No,No,Higher than average,Lower than average,Lower than average,9.22,-22.61,-32.24,
88,No,No,True,No,11481,All Others,High-Cost,All Other EMEA,Customer Experience,10.17,47,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Incentive Plan,127723.72,3,3,1.049,1.049,1.837097,Yes,1,0,1,1.838356,10.17,1.42,No,No,Higher than average,Higher than average,Higher than average,37.12,99.37,136.01,
89,No,No,True,No,38740,Tier 1,High-Cost,Fort Lauderdale,Engineering,1.5,26,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,105060.0,1,1,0.724,0.644,1.048596,No,0,0,3,1.5,1.5,1.05,No,No,Lower than average,Lower than average,Lower than average,-0.95,-35.41,-65.19,
90,No,No,True,No,1319,Tier 2,High-Cost,Cambridge,Engineering,20.83,51,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,148820.0,2,1,0.886,0.795,2.335386,Yes,0,0,0,20.83,20.83,20.83,No,No,Higher than average,Higher than average,Higher than average,9.28,77.16,383.39,
91,No,No,True,No,20695,Tier 2,High-Cost,Cambridge,Engineering,6.5,40,NON QC,Yes,Engineering,Male,People Manager,5,M2,Unknown,Yes,No,VCIP Plan,119804.52,3,2,0.97,0.884,0.832306,Yes,0,0,1,2.336986,6.5,0.83,No,No,Higher than average,Lower than average,Higher than average,1.52,-7.14,50.84,
92,No,No,True,No,39822,All Others,High-Cost,Remote AMS,Sales & Services,1.33,38,QC,No,Sales,Male,Individual Contributor/Support,5,IC4,Yes,No,Yes,Comission Plan,244800.0,3,3,0.929,0.971,1.377138,Yes,0,0,0,1.33,1.33,1.33,No,No,Higher than average,Lower than average,Lower than average,10.77,-64.68,-69.14,
93,No,No,True,No,41087,All Others,High-Cost,Remote EMEA,Engineering,0.5,28,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,Yes,VCIP Plan,62773.06,3,3,1.053,0.968,0.5859,Yes,0,0,2,0.5,0.5,0.24,No,No,Lower than average,Lower than average,Lower than average,-7.68,-81.82,-88.4,
94,No,No,True,No,7500,Tier 1,Low-Cost,Bangalore,Engineering,13.5,35,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,72818.46,2,2,0.867,0.87,1.837097,Yes,1,0,0,1.838356,13.5,3.25,No,Yes,Lower than average,Higher than average,Higher than average,-3.49,101.07,213.28,
95,No,Yes,False,No,17951,Tier 2,High-Cost,Tokyo,HR,7.58,57,NON QC,No,Human Resources,Female,Individual Contributor/Support,5,IC2,Unknown,Yes,No,VCIP Plan,105852.18,5,5,1.781,1.923,2.335386,Yes,0,0,0,7.58,7.58,7.58,No,Yes,Higher than average,Higher than average,Higher than average,0.0,0.0,75.9,
96,No,Yes,False,No,6475,Tier 1,High-Cost,Fort Lauderdale,Finance,14.25,58,NON QC,No,Operations,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,82330.99,2,2,0.847,0.847,3.66872,No,0,0,0,3.67,14.25,14.25,No,No,Lower than average,Higher than average,Higher than average,-7.12,198.47,230.69,
97,No,No,True,No,32541,Tier 1,Low-Cost,Bangalore,Product,4.67,30,NON QC,No,Product,Male,Individual Contributor/Support,6,IC3,Unknown,Yes,No,VCIP Plan,38973.4,3,3,1.006,1.006,1.336071,Yes,1,0,1,1.336986,4.67,2.08,No,Yes,Higher than average,Higher than average,Higher than average,10.35,52.08,8.37,
98,No,No,True,No,11073,Tier 1,Low-Cost,Bangalore,Engineering,10.5,37,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,46285.1,2,2,0.818,0.86,3.334702,Yes,0,0,0,3.336986,10.5,10.5,No,No,Lower than average,Higher than average,Higher than average,-2.29,111.94,143.67,
99,No,No,True,No,40607,Tier 1,High-Cost,Fort Lauderdale,Engineering,0.5,27,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,136000.0,2,1,0.838,0.765,0.53388,No,0,0,1,0.5,0.5,0.33,No,No,Higher than average,Lower than average,Lower than average,6.13,-90.43,-88.4,
100,No,No,True,No,35270,Tier 1,High-Cost,Fort Lauderdale,HR,3.67,34,NON QC,Yes,Human Resources,Female,Director,7,M6,Unknown,Yes,No,VCIP Plan,253158.24,3,3,0.918,0.907,0.835044,Yes,1,0,0,0.835616,3.67,3.16,No,Yes,Lower than average,Lower than average,Lower than average,-9.94,-36.53,-14.83,
101,No,No,True,No,42146,Tier 1,Low-Cost,Bangalore,Engineering,0.03,26,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,28413.0,3,2,0.913,0.87,0.027378,No,0,0,0,0.03,0.03,0.03,No,No,Lower than average,Lower than average,Lower than average,-9.25,-99.2,-99.3,
102,No,No,True,No,35538,Tier 2,High-Cost,Singapore,Finance,3.5,43,NON QC,Yes,Finance,Female,People Manager,5,M4,Unknown,Yes,No,VCIP Plan,157065.1,3,3,0.97,0.908,2.335386,Yes,0,0,1,3.5,3.5,1.52,No,No,Lower than average,Higher than average,Lower than average,-5.1,16.67,-18.78,
103,No,No,True,No,32519,Tier 1,Low-Cost,Bangalore,Engineering,4.75,36,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,56047.92,3,3,0.991,1.042,1.336071,Yes,1,0,1,1.336986,4.75,0.42,No,No,Higher than average,Lower than average,Higher than average,18.32,-4.12,10.23,
104,No,No,True,No,1382,Tier 2,High-Cost,Chalfont,Engineering,20.75,44,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC5,Unknown,Yes,No,VCIP Plan,150890.47,2,2,0.899,0.806,2.335386,Yes,0,0,0,20.75,20.75,2.25,No,No,Higher than average,Higher than average,Higher than average,14.61,77.69,381.53,
105,No,No,True,No,9644,Tier 2,High-Cost,Sydney,Customer Experience,7.5,36,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Incentive Plan,132635.41,3,3,1.04,1.041,2.335386,Yes,0,0,0,7.5,4.33,3.03,No,No,Higher than average,Higher than average,Higher than average,8.93,7.78,74.05,
106,No,No,True,No,3805,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,7.42,40,NON QC,Yes,General & Administration,Female,People Manager,5,M4,No,Yes,No,VCIP Plan,212500.48,4,4,1.174,1.174,2.461327,Yes,0,0,0,2.46,7.42,7.42,Yes,Yes,Higher than average,Lower than average,Higher than average,12.69,-14.15,72.19,
107,No,Yes,False,No,34175,Tier 1,High-Cost,Santa Clara,HR,4.17,47,NON QC,Yes,Human Resources,Female,People Manager,6,M4,Unknown,Yes,No,VCIP Plan,247200.0,3,4,1.075,1.122,0.832306,Yes,1,0,1,0.83,4.17,1.72,Yes,Yes,Higher than average,Lower than average,Lower than average,11.68,-19.34,-3.23,
108,No,No,True,No,36639,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,2.75,39,NON QC,No,Marketing,Female,Individual Contributor/Support,4,IC2,No,Yes,No,No Bonus Plan,79413.0,3,3,0.994,0.994,2.209445,No,0,0,0,2.75,2.75,2.21,Yes,Yes,Lower than average,Lower than average,Lower than average,-12.89,-13.74,-36.18,
109,No,No,True,No,37563,Tier 1,Low-Cost,Bangalore,Engineering,2.42,33,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,32062.28,3,3,1.03,0.982,2.335386,No,0,0,1,2.42,2.42,0.13,No,No,Higher than average,Lower than average,Lower than average,2.41,-35.86,-43.84,
110,No,No,True,No,32784,Tier 2,High-Cost,Dublin,Customer Experience,4.58,36,NON QC,No,Services,Male,Individual Contributor/Support,5,IC5,No,Yes,No,VCIP Plan,119879.1,3,3,0.978,0.978,1.837097,Yes,1,2,0,1.838356,0.4,2.56,No,No,Higher than average,Lower than average,Higher than average,5.67,-35.51,6.28,
111,No,No,True,No,39422,Tier 1,Low-Cost,Bangalore,Customer Experience,1.67,30,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,14422.98,3,3,1.007,1.007,0.544832,No,0,0,2,1.67,1.67,0.55,No,No,Higher than average,Lower than average,Lower than average,12.93,-24.87,-61.25,
112,No,No,True,No,39992,All Others,High-Cost,All Other EMEA,Sales & Services,1.0,38,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,No,No,Comission Plan,218958.18,3,3,1.009,1.009,1.084188,Yes,0,0,0,1.0,1.0,1.0,No,No,Higher than average,Lower than average,Lower than average,76.81,-78.01,-76.79,
113,No,No,True,No,38028,Tier 1,High-Cost,Fort Lauderdale,Engineering,2.17,35,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,127926.0,3,2,0.954,0.87,2.201232,No,0,0,0,2.17,2.17,2.17,No,No,Lower than average,Lower than average,Lower than average,-0.17,-58.48,-49.64,
114,Yes,No,False,Yes,21688,All Others,High-Cost,Remote AMS,Marketing,6.25,35,NON QC,No,Marketing,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,Yes,VCIP Plan,124019.13,4,4,1.119,1.119,2.335386,Yes,0,0,0,4.83,6.25,3.07,No,Yes,Higher than average,Higher than average,Higher than average,10.57,94.81,45.04,2021-01-28
115,No,No,True,No,40312,Tier 1,Low-Cost,Bangalore,HR,1.0,28,NON QC,No,Human Resources,Female,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,10027.71,2,2,0.839,0.839,1.084188,No,0,0,0,1.0,1.0,1.0,No,No,Lower than average,Lower than average,Lower than average,-21.19,-43.65,-76.79,
116,No,No,True,No,7333,Tier 1,Low-Cost,Bangalore,Engineering,13.67,40,NON QC,Yes,Engineering,Male,People Manager,4,M4,Unknown,Yes,No,VCIP Plan,76942.46,2,2,0.853,0.812,2.231348,Yes,0,0,0,3.336986,13.67,2.23,Yes,Yes,Lower than average,Higher than average,Higher than average,-8.85,98.49,217.23,
117,No,No,True,No,40306,Tier 1,High-Cost,Fort Lauderdale,Operations,0.92,23,QC,No,Sales,Male,Individual Contributor/Support,5,SU2,Yes,No,No,Comission Plan,62480.0,3,3,1.025,1.037,0.249144,Yes,1,1,2,0.249315,0.55,0.04,No,No,Higher than average,Lower than average,Lower than average,4.01,-54.15,-78.65,
118,No,No,True,No,41737,All Others,High-Cost,All Other EMEA,Engineering,0.17,23,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC1,Unknown,No,No,No Bonus Plan,25428.9,2,2,0.875,0.803,0.246406,No,0,0,0,0.17,0.17,0.17,No,No,Lower than average,Lower than average,Lower than average,-32.23,-89.07,-96.05,
119,No,No,True,No,36846,Tier 1,High-Cost,Fort Lauderdale,Operations,2.67,54,NON QC,No,General & Administration,Female,Individual Contributor/Support,5,IC4,Unknown,Yes,No,VCIP Plan,123046.57,2,2,0.854,0.823,2.335386,Yes,0,0,0,2.67,2.67,2.67,No,No,Lower than average,Lower than average,Lower than average,-11.33,-60.62,-38.04,
120,No,No,True,No,40138,Tier 1,Low-Cost,Bangalore,Engineering,0.5,22,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC1,Unknown,No,No,No Bonus Plan,15559.5,2,2,0.804,0.804,0.57221,No,0,1,1,0.5,0.5,0.46,No,No,Lower than average,Lower than average,Lower than average,-5.64,-57.99,-88.4,
121,No,No,True,No,17106,Tier 1,High-Cost,Santa Clara,Operations,8.0,55,NON QC,No,Operations,Female,Individual Contributor/Support,6,IC3,Unknown,Yes,No,No Bonus Plan,114127.53,5,5,1.321,1.321,2.335386,No,0,0,0,8.0,8.0,2.72,No,No,Lower than average,Higher than average,Higher than average,-0.25,19.21,85.65,
122,No,Yes,False,No,8428,Tier 1,Low-Cost,Bangalore,Product,13.0,55,NON QC,Yes,Product,Male,Executive,8,E1,Unknown,Yes,No,VCIP Plan,394786.03,4,4,1.156,1.11,2.335386,Yes,0,0,1,13.0,13.0,1.5,No,No,Higher than average,Lower than average,Higher than average,36.3,-8.52,201.68,
123,No,No,True,No,38241,All Others,High-Cost,All Other EMEA,Engineering,2.17,29,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,44222.78,4,3,1.139,1.03,0.835044,No,1,0,4,0.835616,2.17,0.83,No,No,Lower than average,Lower than average,Lower than average,-28.1,-26.38,-49.64,
124,No,No,True,No,22302,Tier 2,High-Cost,Tokyo,Sales & Services,6.0,58,QC,Yes,Sales,Male,Director,6,M5,No,Yes,No,Comission Plan,268667.47,2,2,0.875,0.875,2.833675,Yes,0,0,0,2.835616,6.0,3.92,No,No,Higher than average,Higher than average,Higher than average,11.97,47.1,39.24,
125,No,Yes,False,No,40257,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,1.0,54,QC,No,Sales,Male,Individual Contributor/Support,4,SU3,No,No,No,Comission Plan,83335.0,3,3,0.966,0.962,1.070499,Yes,0,0,1,1.0,1.0,1.07,No,No,Higher than average,Lower than average,Lower than average,7.46,-37.24,-76.79,
126,No,No,True,No,32052,Tier 1,Low-Cost,Bangalore,Engineering,0.25,27,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,27060.0,2,2,0.87,0.829,0.295687,No,0,0,0,0.25,0.25,0.25,No,No,Lower than average,Lower than average,Lower than average,-13.57,-93.37,-94.2,
127,No,No,True,No,41166,All Others,High-Cost,Remote EMEA,Sales & Services,0.33,38,QC,No,Sales,Male,Individual Contributor/Support,5,IC3,No,No,Yes,Comission Plan,145310.91,2,1,0.829,0.691,0.416153,Yes,0,0,0,0.33,0.33,0.33,No,No,Higher than average,Lower than average,Lower than average,13.05,-90.93,-92.34,
128,No,No,True,No,38229,All Others,High-Cost,All Other EMEA,Engineering,2.17,33,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,120219.91,3,3,1.09,1.09,0.835044,Yes,1,0,3,0.835616,2.17,0.83,No,No,Higher than average,Lower than average,Lower than average,22.51,-39.21,-49.64,
129,No,No,True,No,41625,All Others,High-Cost,Remote AMS,Sales & Services,0.25,56,QC,No,Sales,Female,Individual Contributor/Support,4,IC4,Yes,No,Yes,Comission Plan,250000.0,3,3,0.965,1.096,0.323066,Yes,0,0,0,0.25,0.25,0.25,No,No,Higher than average,Lower than average,Lower than average,13.13,-93.36,-94.2,
130,No,No,True,No,41549,All Others,High-Cost,Remote AMS,Sales & Services,0.33,42,QC,No,Sales,Female,Individual Contributor/Support,5,IC5,Yes,No,Yes,Comission Plan,144976.9,4,3,1.108,0.923,0.342231,Yes,0,0,0,0.33,0.33,0.33,No,No,Lower than average,Lower than average,Lower than average,-42.37,-94.3,-92.34,
131,No,Yes,False,No,37979,Tier 1,High-Cost,Santa Clara,Product,2.17,45,NON QC,No,Product,Female,Director,7,M5,Unknown,Yes,No,VCIP Plan,270000.0,2,1,0.871,0.798,0.082135,Yes,1,1,1,0.08,0.83,1.28,Yes,Yes,Higher than average,Lower than average,Lower than average,5.6,-48.18,-49.64,
132,No,No,True,No,37585,All Others,High-Cost,Remote AMS,Customer Experience,2.42,29,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,No Bonus Plan,140000.0,3,3,1.019,0.944,0.544832,No,2,0,2,0.79,2.42,0.13,No,No,Lower than average,Lower than average,Lower than average,-1.51,-56.02,-43.84,
133,No,No,True,No,22130,All Others,High-Cost,All Other EMEA,Customer Experience,6.17,36,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Incentive Plan,83255.73,3,3,0.97,0.97,2.836413,Yes,0,0,1,2.838356,6.17,1.42,No,No,Lower than average,Higher than average,Higher than average,-10.62,20.95,43.18,
134,No,No,True,No,20771,Tier 1,Low-Cost,Bangalore,Engineering,6.5,32,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,37900.95,3,3,0.943,0.943,1.336071,Yes,1,0,0,1.336986,6.5,6.5,No,No,Higher than average,Higher than average,Higher than average,21.06,72.28,50.84,
135,No,No,True,No,36826,Tier 1,Low-Cost,Bangalore,Operations,2.67,29,NON QC,No,Information Technology,Male,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,14462.62,3,3,0.922,0.922,2.335386,No,0,0,2,2.67,2.67,0.73,No,No,Lower than average,Higher than average,Lower than average,-4.96,7.84,-38.04,
136,No,Yes,False,No,35880,All Others,High-Cost,All Other EMEA,Sales & Services,3.08,36,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,No,Comission Plan,149791.92,3,3,1.014,1.014,2.335386,Yes,0,0,0,3.08,3.08,3.0,No,No,Lower than average,Lower than average,Lower than average,-4.83,-34.07,-28.52,
137,No,No,True,No,1665,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,20.0,58,NON QC,No,Services,Male,Individual Contributor/Support,4,IC4,No,Yes,No,VCIP Plan,126082.82,3,3,1.007,1.036,3.832991,Yes,0,0,0,3.835616,20.0,2.17,No,Yes,Higher than average,Higher than average,Higher than average,7.41,169.68,364.12,
138,No,No,True,No,31480,Tier 1,Low-Cost,Bangalore,Engineering,5.17,31,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,36463.83,3,3,0.907,0.907,1.837097,Yes,1,0,1,1.838356,5.17,1.25,No,No,Higher than average,Higher than average,Higher than average,16.47,37.03,19.98,
139,No,Yes,False,No,38577,Tier 2,High-Cost,Tokyo,Marketing,2.0,44,NON QC,No,Marketing,Female,Individual Contributor/Support,6,IC5,Unknown,No,No,VCIP Plan,141408.27,3,3,1.001,1.001,2.045174,Yes,0,0,0,2.0,2.0,2.0,No,No,Higher than average,Higher than average,Lower than average,0.0,0.0,-53.59,
140,No,No,True,No,5445,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,15.08,61,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,Yes,No,No Bonus Plan,102730.74,3,2,0.942,0.876,2.335386,No,0,0,1,15.08,15.08,1.45,No,No,Lower than average,Higher than average,Higher than average,-12.48,103.34,249.95,
141,No,No,True,No,21110,Tier 2,Low-Cost,Nanjing,Engineering,6.42,37,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,54359.68,3,3,0.953,0.953,0.835044,Yes,1,0,0,0.835616,6.42,4.59,No,No,Higher than average,Higher than average,Higher than average,32.68,62.65,48.98,
142,No,No,True,No,10296,Tier 1,Low-Cost,Bangalore,Engineering,7.67,34,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,47393.49,2,2,0.838,0.881,1.336071,Yes,1,0,0,1.336986,7.67,7.67,No,Yes,Higher than average,Higher than average,Higher than average,0.05,54.81,77.99,
143,No,No,True,No,34431,Tier 2,Low-Cost,Nanjing,Engineering,4.0,35,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,32674.27,3,2,0.908,0.816,2.335386,No,0,0,2,4.0,4.0,0.83,No,No,Lower than average,Higher than average,Lower than average,-20.25,1.34,-7.18,
144,No,No,True,No,32398,Tier 2,Low-Cost,Costa Rica,Customer Experience,4.75,36,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC2,No,Yes,No,No Bonus Plan,32868.0,3,3,1.066,1.066,0.331279,No,0,1,1,3.835616,0.53,0.33,No,Yes,Higher than average,Higher than average,Higher than average,26.99,190.59,10.23,
